longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,Income_category,Area_density,Rooms_per_Household,age_category,<1H Ocean,Inland,Island,Near Bay,Near Ocean,Unnamed: 19,area_density,income_category,age_group,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
-122.26,37.83,52,1470,330,689,309,3.48,191400,Low,2.229773463,4.757281553,Old,0,0,0,1,0,,2.2297734627831716,Low,Old,0,0,0,1,0
-122.26,37.83,52,2432,715,1377,696,2.5898,176000,Low,1.978448276,3.494252874,Old,0,0,0,1,0,,1.978448275862069,Low,Old,0,0,0,1,0
-122.26,37.83,52,1665,419,946,395,2.0978,155400,Low,2.394936709,4.215189873,Old,0,0,0,1,0,,2.3949367088607594,Low,Old,0,0,0,1,0
-122.26,37.83,51,936,311,517,249,1.2852,150000,Low,2.076305221,3.759036145,Old,0,0,0,1,0,,2.076305220883534,Low,Old,0,0,0,1,0
-122.26,37.84,49,713,202,462,189,1.025,118800,Low,2.444444444,3.772486772,Old,0,0,0,1,0,,2.4444444444444446,Low,Old,0,0,0,1,0
-122.26,37.84,52,950,202,467,198,3.9643,188800,Low,2.358585859,4.797979798,Old,0,0,0,1,0,,2.3585858585858586,Low,Old,0,0,0,1,0
-122.26,37.83,52,1443,311,660,292,3.0125,184400,Low,2.260273973,4.941780822,Old,0,0,0,1,0,,2.26027397260274,Low,Old,0,0,0,1,0
-122.26,37.83,52,1656,420,718,382,2.6768,182300,Low,1.879581152,4.335078534,Old,0,0,0,1,0,,1.8795811518324608,Low,Old,0,0,0,1,0
-122.26,37.83,50,1125,322,616,304,2.026,142500,Low,2.026315789,3.700657895,Old,0,0,0,1,0,,2.026315789473684,Low,Old,0,0,0,1,0
-122.27,37.82,43,1007,312,558,253,1.7348,137500,Low,2.205533597,3.980237154,Old,0,0,0,1,0,,2.205533596837945,Low,Old,0,0,0,1,0
-122.26,37.82,40,624,195,423,160,0.9506,187500,Low,2.64375,3.9,Old,0,0,0,1,0,,2.64375,Low,Old,0,0,0,1,0
-122.27,37.82,40,946,375,700,352,1.775,112500,Low,1.988636364,2.6875,Old,0,0,0,1,0,,1.9886363636363635,Low,Old,0,0,0,1,0
-122.27,37.82,21,896,453,735,438,0.9218,171900,Low,1.678082192,2.0456621,Mid-Age,0,0,0,1,0,,1.678082191780822,Low,Middle-aged,0,0,0,1,0
-122.27,37.82,43,1868,456,1061,407,1.5045,93800,Low,2.606879607,4.58968059,Old,0,0,0,1,0,,2.6068796068796067,Low,Old,0,0,0,1,0
-122.27,37.82,41,3221,853,1959,720,1.1108,97500,Low,2.720833333,4.473611111,Old,0,0,0,1,0,,2.720833333333333,Low,Old,0,0,0,1,0
-122.27,37.82,52,1630,456,1162,400,1.2475,104200,Low,2.905,4.075,Old,0,0,0,1,0,,2.905,Low,Old,0,0,0,1,0
-122.28,37.82,52,1170,235,701,233,1.6098,87500,Low,3.008583691,5.021459227,Old,0,0,0,1,0,,3.0085836909871246,Low,Old,0,0,0,1,0
-122.28,37.82,52,945,243,576,220,1.4113,83100,Low,2.618181818,4.295454545,Old,0,0,0,1,0,,2.618181818181818,Low,Old,0,0,0,1,0
-122.28,37.82,52,1238,288,622,259,1.5057,87500,Low,2.401544402,4.77992278,Old,0,0,0,1,0,,2.4015444015444016,Low,Old,0,0,0,1,0
-122.28,37.82,52,1489,335,728,244,0.8172,85300,Low,2.983606557,6.102459016,Old,0,0,0,1,0,,2.9836065573770494,Low,Old,0,0,0,1,0
-122.28,37.82,52,1387,341,1074,304,1.2171,80300,Low,3.532894737,4.5625,Old,0,0,0,1,0,,3.5328947368421053,Low,Old,0,0,0,1,0
-122.29,37.82,2,158,43,94,57,2.5625,60000,Low,1.649122807,2.771929825,New,0,0,0,1,0,,1.6491228070175439,Low,New,0,0,0,1,0
-122.29,37.83,52,1121,211,554,187,3.3929,75700,Low,2.962566845,5.994652406,Old,0,0,0,1,0,,2.962566844919786,Low,Old,0,0,0,1,0
-122.29,37.82,49,135,29,86,23,6.1183,75000,High,3.739130435,5.869565217,Old,0,0,0,1,0,,3.739130434782609,High,Old,0,0,0,1,0
-122.29,37.81,50,760,190,377,122,0.9011,86100,Low,3.090163934,6.229508197,Old,0,0,0,1,0,,3.0901639344262297,Low,Old,0,0,0,1,0
-122.3,37.81,52,1224,237,521,159,1.191,76100,Low,3.27672956,7.698113208,Old,0,0,0,1,0,,3.2767295597484276,Low,Old,0,0,0,1,0
-122.3,37.81,48,828,182,392,133,2.5938,73500,Low,2.947368421,6.22556391,Old,0,0,0,1,0,,2.9473684210526314,Low,Old,0,0,0,1,0
-122.3,37.81,52,1010,209,604,187,1.1667,78400,Low,3.229946524,5.401069519,Old,0,0,0,1,0,,3.229946524064171,Low,Old,0,0,0,1,0
-122.3,37.81,48,1455,354,788,332,0.8056,84400,Low,2.373493976,4.38253012,Old,0,0,0,1,0,,2.3734939759036147,Low,Old,0,0,0,1,0
-122.29,37.8,52,1027,244,492,147,2.6094,81300,Low,3.346938776,6.986394558,Old,0,0,0,1,0,,3.3469387755102042,Low,Old,0,0,0,1,0
-122.3,37.81,52,572,109,274,82,1.8516,85000,Low,3.341463415,6.975609756,Old,0,0,0,1,0,,3.341463414634146,Low,Old,0,0,0,1,0
-122.29,37.81,46,2801,644,1823,611,0.9802,129200,Low,2.983633388,4.584288052,Old,0,0,0,1,0,,2.983633387888707,Low,Old,0,0,0,1,0
-122.29,37.81,26,768,152,392,127,1.7719,82500,Low,3.086614173,6.047244094,Mid-Age,0,0,0,1,0,,3.0866141732283463,Low,Middle-aged,0,0,0,1,0
-122.29,37.81,46,935,297,582,277,0.7286,95200,Low,2.101083032,3.375451264,Old,0,0,0,1,0,,2.101083032490975,Low,Old,0,0,0,1,0
-122.29,37.81,49,844,204,560,152,1.75,75000,Low,3.684210526,5.552631579,Old,0,0,0,1,0,,3.6842105263157894,Low,Old,0,0,0,1,0
-122.29,37.81,46,12,4,18,7,0.4999,67500,Low,2.571428571,1.714285714,Old,0,0,0,1,0,,2.5714285714285716,Low,Old,0,0,0,1,0
-122.29,37.81,20,835,161,290,133,2.483,137500,Low,2.180451128,6.278195489,Mid-Age,0,0,0,1,0,,2.180451127819549,Low,Middle-aged,0,0,0,1,0
-122.28,37.81,17,1237,462,762,439,0.9241,177500,Low,1.735763098,2.817767654,Mid-Age,0,0,0,1,0,,1.7357630979498861,Low,Middle-aged,0,0,0,1,0
-122.28,37.81,36,2914,562,1236,509,2.4464,102100,Low,2.428290766,5.724950884,Old,0,0,0,1,0,,2.4282907662082516,Low,Old,0,0,0,1,0
-122.28,37.81,19,1207,243,721,207,1.1111,108300,Low,3.483091787,5.830917874,Mid-Age,0,0,0,1,0,,3.4830917874396135,Low,Middle-aged,0,0,0,1,0
-122.29,37.81,23,1745,374,1054,325,0.8026,112500,Low,3.243076923,5.369230769,Mid-Age,0,0,0,1,0,,3.243076923076923,Low,Middle-aged,0,0,0,1,0
-122.28,37.8,38,684,176,344,155,2.0114,131300,Low,2.219354839,4.412903226,Old,0,0,0,1,0,,2.2193548387096773,Low,Old,0,0,0,1,0
-122.28,37.81,17,924,289,609,289,1.5,162500,Low,2.107266436,3.197231834,Mid-Age,0,0,0,1,0,,2.1072664359861593,Low,Middle-aged,0,0,0,1,0
-122.27,37.81,52,210,56,183,56,1.1667,112500,Low,3.267857143,3.75,Old,0,0,0,1,0,,3.267857142857143,Low,Old,0,0,0,1,0
-122.28,37.81,52,340,97,200,87,1.5208,112500,Low,2.298850575,3.908045977,Old,0,0,0,1,0,,2.2988505747126435,Low,Old,0,0,0,1,0
-122.28,37.81,52,386,164,346,155,0.8075,137500,Low,2.232258065,2.490322581,Old,0,0,0,1,0,,2.232258064516129,Low,Old,0,0,0,1,0
-122.28,37.81,35,948,184,467,169,1.8088,118800,Low,2.763313609,5.609467456,Old,0,0,0,1,0,,2.7633136094674557,Low,Middle-aged,0,0,0,1,0
-122.28,37.81,52,773,143,377,115,2.4083,98200,Low,3.27826087,6.72173913,Old,0,0,0,1,0,,3.2782608695652176,Low,Old,0,0,0,1,0
-122.27,37.81,40,880,451,582,380,0.977,118800,Low,1.531578947,2.315789474,Old,0,0,0,1,0,,1.5315789473684212,Low,Old,0,0,0,1,0
-122.27,37.81,10,875,348,546,330,0.76,162500,Low,1.654545455,2.651515152,New,0,0,0,1,0,,1.6545454545454545,Low,New,0,0,0,1,0
-122.27,37.8,10,105,42,125,39,0.9722,137500,Low,3.205128205,2.692307692,New,0,0,0,1,0,,3.2051282051282053,Low,New,0,0,0,1,0
-122.27,37.8,52,249,78,396,85,1.2434,500001,Low,4.658823529,2.929411765,Old,0,0,0,1,0,,4.658823529411765,Low,Old,0,0,0,1,0
-122.27,37.8,16,994,392,800,362,2.0938,162500,Low,2.209944751,2.745856354,Mid-Age,0,0,0,1,0,,2.2099447513812156,Low,Middle-aged,0,0,0,1,0
-122.28,37.8,52,215,87,904,88,0.8668,137500,Low,10.27272727,2.443181818,Old,0,0,0,1,0,,10.272727272727273,Low,Old,0,0,0,1,0
-122.28,37.8,52,96,31,191,34,0.75,162500,Low,5.617647059,2.823529412,Old,0,0,0,1,0,,5.617647058823529,Low,Old,0,0,0,1,0
-122.27,37.79,27,1055,347,718,302,2.6354,187500,Low,2.377483444,3.493377483,Mid-Age,0,0,0,1,0,,2.377483443708609,Low,Middle-aged,0,0,0,1,0
-122.27,37.8,39,1715,623,1327,467,1.8477,179200,Low,2.841541756,3.672376874,Old,0,0,0,1,0,,2.841541755888651,Low,Old,0,0,0,1,0
-122.26,37.8,36,5329,2477,3469,2323,2.0096,130000,Low,1.493327594,2.294016358,Old,0,0,0,1,0,,1.493327593628928,Low,Old,0,0,0,1,0
-122.26,37.82,31,4596,1331,2048,1180,2.8345,183800,Low,1.73559322,3.894915254,Old,0,0,0,1,0,,1.735593220338983,Low,Middle-aged,0,0,0,1,0
-122.26,37.81,29,335,107,202,91,2.0062,125000,Low,2.21978022,3.681318681,Mid-Age,0,0,0,1,0,,2.21978021978022,Low,Middle-aged,0,0,0,1,0
-122.26,37.82,22,3682,1270,2024,1250,1.2185,170000,Low,1.6192,2.9456,Mid-Age,0,0,0,1,0,,1.6192,Low,Middle-aged,0,0,0,1,0
-122.26,37.82,37,3633,1085,1838,980,2.6104,193100,Low,1.875510204,3.707142857,Old,0,0,0,1,0,,1.8755102040816327,Low,Old,0,0,0,1,0
-122.25,37.81,29,4656,1414,2304,1250,2.4912,257800,Low,1.8432,3.7248,Mid-Age,0,0,0,1,0,,1.8432,Low,Middle-aged,0,0,0,1,0
-122.25,37.81,28,5806,1603,2563,1497,3.2177,273400,Low,1.712090848,3.878423514,Mid-Age,0,0,0,1,0,,1.7120908483633934,Low,Middle-aged,0,0,0,1,0
-122.25,37.81,39,854,242,389,228,3.125,237500,Low,1.706140351,3.745614035,Old,0,0,0,1,0,,1.706140350877193,Low,Old,0,0,0,1,0
-122.25,37.81,52,2155,701,895,613,2.5795,350000,Low,1.460032626,3.515497553,Old,0,0,0,1,0,,1.4600326264274062,Low,Old,0,0,0,1,0
-122.26,37.81,34,5871,1914,2689,1789,2.8406,335700,Low,1.503074343,3.281721632,Old,0,0,0,1,0,,1.5030743432084963,Low,Middle-aged,0,0,0,1,0
-122.24,37.82,52,1509,225,674,244,4.9306,313400,Low,2.762295082,6.18442623,Old,0,0,0,1,0,,2.762295081967213,Low,Old,0,0,0,1,0
-122.24,37.81,52,2026,482,709,456,3.2727,268500,Low,1.554824561,4.442982456,Old,0,0,0,1,0,,1.5548245614035088,Low,Old,0,0,0,1,0
-122.25,37.81,52,1758,460,686,422,3.1691,259400,Low,1.625592417,4.165876777,Old,0,0,0,1,0,,1.6255924170616114,Low,Old,0,0,0,1,0
-122.24,37.82,52,3481,751,1444,718,3.9,275700,Low,2.011142061,4.848189415,Old,0,0,0,1,0,,2.011142061281337,Low,Old,0,0,0,1,0
-122.25,37.82,28,3337,855,1520,802,3.9063,225000,Low,1.895261845,4.16084788,Mid-Age,0,0,0,1,0,,1.8952618453865338,Low,Middle-aged,0,0,0,1,0
-122.25,37.82,52,1424,289,550,253,5.0917,262500,Low,2.173913043,5.628458498,Old,0,0,0,1,0,,2.1739130434782608,Low,Old,0,0,0,1,0
-122.25,37.82,32,3809,1098,1806,1022,2.6429,218500,Low,1.767123288,3.727005871,Old,0,0,0,1,0,,1.7671232876712328,Low,Middle-aged,0,0,0,1,0
-122.25,37.82,26,3959,1196,1749,1217,3.0233,255000,Low,1.437140509,3.253081348,Mid-Age,0,0,0,1,0,,1.4371405094494658,Low,Middle-aged,0,0,0,1,0
-122.25,37.83,52,2376,559,939,519,3.1484,224100,Low,1.809248555,4.578034682,Old,0,0,0,1,0,,1.8092485549132948,Low,Old,0,0,0,1,0
-122.25,37.83,35,1613,428,675,422,3.4722,243100,Low,1.599526066,3.822274882,Old,0,0,0,1,0,,1.599526066350711,Low,Middle-aged,0,0,0,1,0
-122.25,37.83,52,1279,287,534,291,3.1429,231600,Low,1.835051546,4.395189003,Old,0,0,0,1,0,,1.8350515463917525,Low,Old,0,0,0,1,0
-122.25,37.83,28,5022,1750,2558,1661,2.4234,218500,Low,1.540036123,3.023479831,Mid-Age,0,0,0,1,0,,1.5400361228175798,Low,Middle-aged,0,0,0,1,0
-122.25,37.83,52,4190,1105,1786,1037,3.0897,234100,Low,1.722275796,4.040501446,Old,0,0,0,1,0,,1.7222757955641272,Low,Old,0,0,0,1,0
-122.23,37.84,50,2515,399,970,373,5.8596,327600,Low,2.600536193,6.742627346,Old,0,0,0,1,0,,2.6005361930294906,Low,Old,0,0,0,1,0
-122.23,37.84,47,3175,454,1098,485,5.2868,347600,Low,2.263917526,6.546391753,Old,0,0,0,1,0,,2.263917525773196,Low,Old,0,0,0,1,0
-122.24,37.83,41,2576,406,794,376,5.956,366100,Low,2.111702128,6.85106383,Old,0,0,0,1,0,,2.1117021276595747,Low,Old,0,0,0,1,0
-122.24,37.85,37,334,54,98,47,4.9643,335000,Low,2.085106383,7.106382979,Old,0,0,0,1,0,,2.0851063829787235,Low,Old,0,0,0,1,0
-122.23,37.85,52,2800,411,1061,403,6.3434,373600,High,2.632754342,6.947890819,Old,0,0,0,1,0,,2.632754342431762,High,Old,0,0,0,1,0
-122.24,37.84,52,3529,574,1177,555,5.1773,389500,Low,2.120720721,6.358558559,Old,0,0,0,1,0,,2.120720720720721,Low,Old,0,0,0,1,0
-122.24,37.85,52,2612,365,901,367,7.2354,391100,High,2.455040872,7.117166213,Old,0,0,0,1,0,,2.455040871934605,High,Old,0,0,0,1,0
-122.22,37.85,28,5287,1048,2031,956,5.457,337300,Low,2.124476987,5.530334728,Mid-Age,0,0,0,1,0,,2.1244769874476988,Low,Middle-aged,0,0,0,1,0
-122.22,37.84,50,2935,473,1031,479,7.5,295200,High,2.152400835,6.127348643,Old,0,0,0,1,0,,2.152400835073069,High,Old,0,0,0,1,0
-122.21,37.84,44,3424,597,1358,597,6.0194,292300,High,2.274706868,5.735343384,Old,0,0,0,1,0,,2.274706867671692,High,Old,0,0,0,1,0
-122.21,37.83,40,4991,674,1616,654,7.5544,411500,High,2.470948012,7.631498471,Old,0,0,0,1,0,,2.470948012232416,High,Old,0,0,0,1,0
-122.2,37.84,30,2211,346,844,343,6.0666,311500,High,2.460641399,6.44606414,Mid-Age,0,0,0,1,0,,2.4606413994169096,High,Middle-aged,0,0,0,1,0
-122.21,37.84,34,3038,490,1140,496,7.0548,325900,High,2.298387097,6.125,Old,0,0,0,1,0,,2.2983870967741935,High,Middle-aged,0,0,0,1,0
-122.19,37.84,18,1617,210,533,194,11.6017,392600,High,2.74742268,8.335051546,Mid-Age,0,0,0,1,0,,2.747422680412371,High,Middle-aged,0,0,0,1,0
-122.2,37.84,35,2865,460,1072,443,7.4882,319300,High,2.41986456,6.467268623,Old,0,0,0,1,0,,2.419864559819413,High,Middle-aged,0,0,0,1,0
-122.21,37.83,34,5065,788,1627,766,6.8976,333300,High,2.124020888,6.61227154,Old,0,0,0,1,0,,2.1240208877284594,High,Middle-aged,0,0,0,1,0
-122.19,37.83,28,1326,184,463,190,8.2049,335200,High,2.436842105,6.978947368,Mid-Age,0,0,0,1,0,,2.4368421052631577,High,Middle-aged,0,0,0,1,0
-122.2,37.83,26,1589,223,542,211,8.401,351200,High,2.568720379,7.530805687,Mid-Age,0,0,0,1,0,,2.5687203791469195,High,Middle-aged,0,0,0,1,0
-122.19,37.83,29,1791,271,661,269,6.8538,368900,High,2.457249071,6.657992565,Mid-Age,0,0,0,1,0,,2.45724907063197,High,Middle-aged,0,0,0,1,0
-122.19,37.82,32,1835,264,635,263,8.317,365900,High,2.414448669,6.977186312,Old,0,0,0,1,0,,2.414448669201521,High,Middle-aged,0,0,0,1,0
-122.2,37.82,37,1229,181,420,176,7.0175,366700,High,2.386363636,6.982954545,Old,0,0,0,1,0,,2.3863636363636362,High,Old,0,0,0,1,0
-122.2,37.82,39,3770,534,1265,500,6.3302,362800,High,2.53,7.54,Old,0,0,0,1,0,,2.53,High,Old,0,0,0,1,0
-122.18,37.81,30,292,38,126,52,6.3624,483300,High,2.423076923,5.615384615,Mid-Age,0,0,0,1,0,,2.423076923076923,High,Middle-aged,0,0,0,1,0
-122.21,37.82,52,2375,333,813,350,7.0549,331400,High,2.322857143,6.785714286,Old,0,0,0,1,0,,2.322857142857143,High,Old,0,0,0,1,0
-122.2,37.81,45,2964,436,1067,426,6.7851,323500,High,2.504694836,6.957746479,Old,0,0,0,1,0,,2.504694835680751,High,Old,0,0,0,1,0
-122.21,37.8,50,2833,605,1260,552,2.8929,216700,Low,2.282608696,5.132246377,Old,0,0,0,1,0,,2.282608695652174,Low,Old,0,0,0,1,0
-122.21,37.8,38,2254,535,951,487,3.0812,233100,Low,1.952772074,4.628336756,Old,0,0,0,1,0,,1.9527720739219712,Low,Old,0,0,0,1,0
-122.21,37.81,52,1389,212,510,224,5.2402,296400,Low,2.276785714,6.200892857,Old,0,0,0,1,0,,2.2767857142857144,Low,Old,0,0,0,1,0
-122.22,37.81,52,1971,335,765,308,6.5217,273700,High,2.483766234,6.399350649,Old,0,0,0,1,0,,2.4837662337662336,High,Old,0,0,0,1,0
-122.22,37.8,52,2183,465,1129,460,3.2632,227700,Low,2.454347826,4.745652174,Old,0,0,0,1,0,,2.4543478260869565,Low,Old,0,0,0,1,0
-122.22,37.8,52,2286,464,1073,441,3.0298,199600,Low,2.433106576,5.183673469,Old,0,0,0,1,0,,2.433106575963719,Low,Old,0,0,0,1,0
-122.22,37.8,52,2721,541,1185,515,4.5428,239800,Low,2.300970874,5.283495146,Old,0,0,0,1,0,,2.3009708737864076,Low,Old,0,0,0,1,0
-122.22,37.81,52,2024,339,756,340,4.072,270100,Low,2.223529412,5.952941176,Old,0,0,0,1,0,,2.223529411764706,Low,Old,0,0,0,1,0
-122.22,37.81,52,2944,536,1034,521,5.3509,302100,Low,1.984644914,5.650671785,Old,0,0,0,1,0,,1.9846449136276392,Low,Old,0,0,0,1,0
-122.23,37.8,52,2033,486,787,459,3.1603,269500,Low,1.71459695,4.4291939,Old,0,0,0,1,0,,1.7145969498910676,Low,Old,0,0,0,1,0
-122.23,37.81,52,1433,229,612,213,4.7708,314700,Low,2.873239437,6.727699531,Old,0,0,0,1,0,,2.8732394366197185,Low,Old,0,0,0,1,0
-122.22,37.81,52,2927,402,1021,380,8.1564,390100,High,2.686842105,7.702631579,Old,0,0,0,1,0,,2.6868421052631577,High,Old,0,0,0,1,0
-122.23,37.81,52,2315,292,861,258,8.8793,410300,High,3.337209302,8.972868217,Old,0,0,0,1,0,,3.3372093023255816,High,Old,0,0,0,1,0
-122.24,37.81,52,2485,313,953,327,6.8591,352400,High,2.914373089,7.599388379,Old,0,0,0,1,0,,2.914373088685015,High,Old,0,0,0,1,0
-122.24,37.81,52,1490,238,634,256,6.0302,287300,High,2.4765625,5.8203125,Old,0,0,0,1,0,,2.4765625,High,Old,0,0,0,1,0
-122.23,37.81,52,2814,365,878,352,7.508,348700,High,2.494318182,7.994318182,Old,0,0,0,1,0,,2.4943181818181817,High,Old,0,0,0,1,0
-122.24,37.81,52,2093,550,918,483,2.7477,243800,Low,1.900621118,4.333333333,Old,0,0,0,1,0,,1.9006211180124224,Low,Old,0,0,0,1,0
-122.24,37.8,52,888,168,360,175,2.1944,211500,Low,2.057142857,5.074285714,Old,0,0,0,1,0,,2.057142857142857,Low,Old,0,0,0,1,0
-122.25,37.8,52,2087,510,1197,488,3.0149,218400,Low,2.452868852,4.276639344,Old,0,0,0,1,0,,2.4528688524590163,Low,Old,0,0,0,1,0
-122.24,37.81,52,2513,502,1048,518,3.675,269900,Low,2.023166023,4.851351351,Old,0,0,0,1,0,,2.023166023166023,Low,Old,0,0,0,1,0
-122.25,37.81,46,3232,835,1373,747,3.225,218800,Low,1.838018742,4.326639893,Old,0,0,0,1,0,,1.8380187416331994,Low,Old,0,0,0,1,0
-122.25,37.8,42,4120,1065,1715,1015,2.9345,225000,Low,1.689655172,4.0591133,Old,0,0,0,1,0,,1.6896551724137931,Low,Old,0,0,0,1,0
